Artist_Reputation,Weight,Material,Price_Of_Sculpture,Base_Shipping_Price,International,Express_Shipment,Installation_Included,Transport,Fragile,Customer_Information,Cost
Low_Reputation,1648.0,Aluminium,3.44,19.28,No,No,No,Roadways,No,Wealthy,158.12
Low_Reputation,3525.0,Clay,8.35,17.76,No,No,No,Waterways,Yes,Working Class,168.86
Low_Reputation,1347.0,Clay,3.24,10.22,Yes,Yes,No,Airways,Yes,Working Class,196.71
Moderate_Reputation,8542.0,Clay,28.16,88.68,Yes,No,No,Waterways,Yes,Wealthy,1604.67
Low_Reputation,396.89110225763613,Wood,6.35,22.16,Yes,No,Yes,Waterways,No,Working Class,182.85
Very_High_Reputation,130.0,Wood,3.58,23.68,Yes,No,No,Waterways,No,Working Class,534.12
Low_Reputation,54.0,Wood,3.75,24.44,Yes,No,Yes,Airways,No,Working Class,133.76
High_Reputation,569.0,Clay,3.37,17.46,No,No,Yes,Waterways,Yes,Working Class,141.02
Very_High_Reputation,17.0,Wood,4.02,11.33,Yes,No,No,Waterways,No,Working Class,103.88
Moderate_Reputation,16977.728997289974,Bronze,45.95,38.07,No,Yes,No,Roadways,No,Wealthy,961.87
Low_Reputation,16315.0,Bronze,18.13,53.75,No,No,Yes,Airways,No,Working Class,575.54
High_Reputation,1030.0,Wood,3.34,24.92,No,No,Yes,Roadways,No,Working Class,731.9
Low_Reputation,275.0,Aluminium,6.6,23.27,No,No,Yes,Airways,No,Wealthy,219.92
Low_Reputation,1026.0,Wood,4.92,16.36,Yes,Yes,No,Airways,No,Working Class,168.7
Moderate_Reputation,2952.0,Marble,15.32,14.43,No,No,No,Roadways,No,Wealthy,222.91
High_Reputation,25485.0,Brass,143.73,79.18,Yes,Yes,No,Airways,No,Wealthy,2261.35
Very_High_Reputation,136.0,Wood,5.64,19.84,Yes,No,No,Waterways,No,Working Class,550.26
Moderate_Reputation,1105.0,Wood,5.96,18.12,No,No,No,Roadways,No,Wealthy,240.23
High_Reputation,417.0,Wood,4.91,20.8,No,Yes,Yes,Roadways,No,Wealthy,462.85
Moderate_Reputation,137.0,Wood,5.38,11.32,Yes,No,No,Waterways,No,Working Class,160.99
Moderate_Reputation,4556.0,Brass,6.65,21.17,Yes,No,Yes,Waterways,No,Working Class,406.02
Low_Reputation,439.0,Aluminium,5.61,15.71,Yes,Yes,Yes,Airways,No,Wealthy,169.7
Low_Reputation,1921.0,Brass,4.16,14.96,No,No,No,Roadways,No,Wealthy,162.59
High_Reputation,162.0,Wood,3.37,16.76,No,No,No,Waterways,No,Working Class,294.4
Low_Reputation,28901.0,Clay,58.53,79.72,No,No,No,Roadways,Yes,Wealthy,548.05
Low_Reputation,339.0,Clay,3.51,18.02,Yes,Yes,Yes,Airways,Yes,Working Class,181.39
Low_Reputation,100.0,Clay,4.29,10.65,No,No,No,Airways,Yes,Working Class,115.22
Moderate_Reputation,65232.0,Marble,115.45,73.48,Yes,Yes,Yes,Airways,No,Wealthy,1901.14
Very_High_Reputation,37554.0,Brass,194.61,75.62,No,No,Yes,Waterways,No,Working Class,2097.19
Moderate_Reputation,18473.0,Bronze,25.17,56.8,No,No,No,Roadways,No,Working Class,634.67
Low_Reputation,173.0,Bronze,6.38,16.87,No,No,Yes,Airways,No,Working Class,155.55
Moderate_Reputation,646.0,Aluminium,6.64,11.5,No,No,No,Roadways,No,Working Class,217.73
Moderate_Reputation,10899.0,Brass,47.99,31.39,Yes,No,No,Airways,No,Working Class,647.12
High_Reputation,12379.0,Bronze,42.41,68.2,No,No,Yes,Roadways,No,Working Class,2164.53
Very_High_Reputation,105.0,Clay,4.48,12.45,No,No,No,Airways,Yes,Working Class,272.77
High_Reputation,7286.0,Bronze,45.97,84.35,Yes,No,No,Waterways,No,Working Class,1415.76
Low_Reputation,14363.0,Brass,8.16,83.97,No,No,No,Roadways,No,Wealthy,531.42
Low_Reputation,14.0,Aluminium,4.93,15.72,No,No,Yes,Airways,No,Working Class,131.01
High_Reputation,2297.0,Bronze,6.63,24.51,No,Yes,Yes,Roadways,No,Wealthy,384.33
High_Reputation,124.0,Clay,6.86,14.31,No,Yes,No,Roadways,Yes,Working Class,371.36
Moderate_Reputation,52189.0,Brass,110.41,57.3,No,No,No,Roadways,No,Working Class,904.88
Moderate_Reputation,12288.0,Bronze,55.37,44.1,No,Yes,No,Roadways,No,Working Class,948.47
High_Reputation,67.0,Aluminium,3.75,10.27,No,Yes,Yes,Airways,No,Wealthy,195.25
Moderate_Reputation,1351.5868187579215,Aluminium,3.61,21.38,No,No,No,Roadways,No,Working Class,160.62
Very_High_Reputation,193.0,Wood,5.43,12.69,No,Yes,Yes,Roadways,No,Wealthy,217.62
Moderate_Reputation,333.0,Brass,4.53,11.29,Yes,No,No,Waterways,No,Working Class,188.56
Moderate_Reputation,48152.0,Brass,149.2,89.94,Yes,No,Yes,Waterways,No,Working Class,1441.86
Moderate_Reputation,3100.0,Brass,4.07,21.76,No,No,No,Roadways,No,Working Class,311.22
Moderate_Reputation,11.0,Aluminium,6.7,12.93,No,Yes,Yes,Airways,No,Working Class,146.49
Moderate_Reputation,6365.0,Brass,6.37,90.84,No,No,Yes,Roadways,No,Working Class,693.48
Moderate_Reputation,1850.0,Aluminium,10.33,19.85,Yes,No,No,Waterways,No,Working Class,228.81
High_Reputation,61.0,Wood,3.81,14.71,No,Yes,No,Roadways,No,Working Class,138.14
Low_Reputation,649.0,Bronze,5.09,18.59,No,No,No,Waterways,No,Working Class,174.18
Moderate_Reputation,7435.0,Bronze,38.62,51.63,No,Yes,No,Roadways,No,Working Class,494.83
Moderate_Reputation,1725.0,Bronze,3.98,20.63,No,Yes,No,Roadways,No,Working Class,265.67
Low_Reputation,3427.5422818791944,Clay,16.28,40.83,No,No,No,Roadways,Yes,Working Class,357.84
High_Reputation,723.0,Wood,5.2,24.58,Yes,No,Yes,Waterways,No,Wealthy,845.58
Moderate_Reputation,285.0,Wood,6.05,12.42,Yes,No,Yes,Waterways,No,Working Class,221.41
Low_Reputation,4641.0,Aluminium,6.07,14.75,No,Yes,No,Airways,No,Working Class,199.35
Moderate_Reputation,3553.0,Bronze,7.71,21.12,No,No,Yes,Roadways,No,Working Class,386.14
Low_Reputation,1074.0,Clay,5.03,15.09,No,No,No,Roadways,Yes,Working Class,170.19
Low_Reputation,210.0,Bronze,4.55,14.32,No,No,No,Roadways,No,Working Class,136.93
Low_Reputation,973.0,Aluminium,6.17,22.07,No,No,No,Roadways,No,Working Class,150.44
Low_Reputation,309.0,Aluminium,5.55,21.2,No,Yes,Yes,Airways,No,Wealthy,180.19
Moderate_Reputation,34249.0,Marble,26.86,40.19,No,No,Yes,Roadways,No,Working Class,552.88
Very_High_Reputation,39.0,Aluminium,4.67,11.58,Yes,Yes,Yes,Airways,No,Working Class,126.12
High_Reputation,1845.0,Aluminium,11.2,15.02,No,No,Yes,Airways,No,Wealthy,528.95
Moderate_Reputation,291.0,Aluminium,3.41,12.65,No,No,No,Airways,No,Working Class,133.61
Low_Reputation,4538.0,Clay,6.62,13.47,No,No,Yes,Roadways,Yes,Working Class,219.01
Low_Reputation,40745.0,Brass,21.47,94.79,No,No,No,Roadways,No,Wealthy,739.05
Low_Reputation,685.0,Clay,4.04,19.86,No,No,No,Roadways,Yes,Working Class,184.5
Moderate_Reputation,396.89110225763613,Wood,4.41,23.83,Yes,No,Yes,Airways,No,Working Class,162.95
Moderate_Reputation,151.0,Wood,6.04,21.8,Yes,Yes,No,Airways,No,Wealthy,260.84
High_Reputation,2344.0,Bronze,9.27,12.05,Yes,Yes,No,Airways,No,Wealthy,2320.91
Moderate_Reputation,1948.0,Aluminium,6.2,14.85,No,No,No,Roadways,No,Working Class,297.34
Low_Reputation,572.0,Brass,6.29,13.85,No,Yes,Yes,Roadways,No,Working Class,216.11
Low_Reputation,25.0,Aluminium,4.71,21.61,No,No,Yes,Airways,No,Working Class,138.44
Moderate_Reputation,49.0,Wood,6.66,16.41,No,No,No,Waterways,No,Working Class,170.48
Moderate_Reputation,2837.0,Clay,6.18,13.67,Yes,No,No,Waterways,Yes,Working Class,212.69
High_Reputation,207.0,Wood,6.44,18.5,Yes,No,No,Waterways,No,Working Class,453.16
Low_Reputation,4112.0,Aluminium,7.1,18.46,No,No,Yes,Roadways,No,Working Class,241.17
Low_Reputation,2421.0,Brass,3.01,19.3,Yes,Yes,No,Airways,No,Wealthy,211.85
Moderate_Reputation,396.89110225763613,Wood,3.43,20.06,No,No,No,Roadways,No,Working Class,135.77
High_Reputation,385.0,Aluminium,3.95,13.51,No,Yes,No,Roadways,No,Working Class,120.32
High_Reputation,2077.0,Brass,9.15,15.58,Yes,No,No,Waterways,No,Working Class,2469.49
Moderate_Reputation,40417.0,Stone,191.51,29.98,Yes,Yes,Yes,Airways,No,Wealthy,1356.08
High_Reputation,136.0,Wood,4.16,23.98,Yes,No,Yes,Airways,No,Working Class,500.08
Moderate_Reputation,218.0,Aluminium,6.21,20.69,No,No,No,Roadways,No,Wealthy,209.6
High_Reputation,1047.0,Aluminium,3.51,14.03,Yes,No,No,Roadways,No,Working Class,495.89
High_Reputation,451.0,Aluminium,4.37,22.15,No,No,No,Waterways,No,Wealthy,387.52
Moderate_Reputation,11725.0,Bronze,35.47,32.41,Yes,No,No,Waterways,No,Working Class,412.48
High_Reputation,1038.0,Clay,5.83,21.85,Yes,No,No,Roadways,Yes,Working Class,681.9
High_Reputation,20734.0,Bronze,100.87,72.63,No,No,Yes,Roadways,No,Working Class,2296.11
Moderate_Reputation,21858.0,Bronze,7.49,54.93,No,No,Yes,Waterways,No,Working Class,527.35
Moderate_Reputation,48409.0,Brass,79.66,29.94,No,No,No,Roadways,No,Working Class,811.12
High_Reputation,37.0,Marble,6.63,16.7,Yes,Yes,Yes,Airways,No,Wealthy,356.37
Low_Reputation,8880.0,Bronze,10.02,88.55,No,No,No,Airways,No,Working Class,379.62
High_Reputation,1364.0,Wood,6.93,21.33,Yes,No,Yes,Airways,No,Working Class,749.0
High_Reputation,617.0,Bronze,3.11,19.35,Yes,No,No,Airways,No,Working Class,368.37
Moderate_Reputation,937.0,Clay,3.59,15.62,Yes,No,Yes,Airways,Yes,Wealthy,343.33
Low_Reputation,150.0,Wood,6.16,21.31,No,Yes,No,Roadways,No,Working Class,168.18
Low_Reputation,18.0,Clay,6.2,13.4,No,Yes,Yes,Airways,Yes,Wealthy,129.57
Low_Reputation,15.0,Wood,5.92,21.57,No,No,No,Airways,No,Working Class,145.33
Moderate_Reputation,16977.728997289974,Bronze,6.36,18.66,No,No,No,Roadways,No,Working Class,235.5
Moderate_Reputation,2470.0,Bronze,18.1,11.23,No,No,Yes,Roadways,No,Wealthy,237.73
Moderate_Reputation,6277.0,Clay,3.6,45.01,Yes,Yes,No,Airways,Yes,Working Class,338.58
Moderate_Reputation,6213.0,Aluminium,11.61,37.29,Yes,Yes,No,Airways,No,Wealthy,-684.73
Moderate_Reputation,69.0,Wood,3.24,20.18,Yes,No,No,Waterways,No,Working Class,142.94
Moderate_Reputation,331.0,Wood,6.21,14.9,No,Yes,No,Roadways,No,Wealthy,243.77
Low_Reputation,5308.0,Aluminium,19.44,95.75,No,Yes,No,Airways,No,Working Class,597.7
Moderate_Reputation,16977.728997289974,Bronze,4.46,15.7,No,No,No,Roadways,No,Working Class,166.15
Low_Reputation,1843.0,Clay,5.42,23.48,Yes,Yes,Yes,Airways,Yes,Working Class,437.59
High_Reputation,16635.0,Stone,28.95,71.8,No,Yes,No,Airways,No,Wealthy,1123.63
Moderate_Reputation,2244.0,Clay,5.96,15.45,No,Yes,No,Airways,Yes,Wealthy,298.65
Moderate_Reputation,5572.0,Brass,24.36,63.54,No,Yes,Yes,Airways,No,Wealthy,819.43
High_Reputation,486.0,Aluminium,3.35,21.94,No,No,Yes,Roadways,No,Working Class,419.73
Low_Reputation,291.0,Wood,6.74,18.27,Yes,No,No,Airways,No,Working Class,149.44
Very_High_Reputation,4.0,Wood,4.29,21.98,No,No,No,Waterways,No,Working Class,241.28
High_Reputation,976.0,Aluminium,3.91,15.14,No,Yes,No,Roadways,No,Wealthy,336.71
Low_Reputation,17.0,Aluminium,6.04,13.85,No,No,Yes,Roadways,No,Working Class,120.84
Low_Reputation,9646.0,Bronze,18.0,77.29,No,Yes,No,Airways,No,Wealthy,520.7
Moderate_Reputation,2780.0,Stone,6.32,15.01,No,No,Yes,Roadways,No,Working Class,402.28
Moderate_Reputation,15388.0,Clay,53.73,49.41,No,No,Yes,Roadways,Yes,Working Class,818.97
Moderate_Reputation,16977.728997289974,Bronze,135.6,66.56,Yes,No,Yes,Waterways,No,Working Class,818.38
Low_Reputation,20.0,Wood,5.26,23.83,No,No,Yes,Roadways,No,Working Class,155.51
Low_Reputation,7446.0,Clay,5.02,95.8,Yes,Yes,No,Airways,Yes,Working Class,525.09
Low_Reputation,35211.0,Brass,28.27,97.65,No,Yes,Yes,Airways,No,Wealthy,791.99
High_Reputation,778.0,Wood,6.73,22.48,No,No,No,Roadways,No,Working Class,723.91
High_Reputation,15938.0,Bronze,45.91,62.96,No,Yes,Yes,Airways,No,Working Class,2379.56
High_Reputation,1351.5868187579215,Aluminium,6.93,22.61,No,No,No,Roadways,No,Working Class,214.23
Moderate_Reputation,514.0,Wood,3.66,23.99,No,No,No,Roadways,No,Working Class,353.45
Low_Reputation,23.0,Bronze,3.32,23.36,Yes,No,Yes,Waterways,No,Working Class,174.99
Moderate_Reputation,42.0,Brass,4.27,14.37,No,No,No,Roadways,No,Wealthy,179.65
Moderate_Reputation,31526.0,Brass,43.43,72.73,No,No,Yes,Roadways,No,Wealthy,1031.14
High_Reputation,1654.0,Clay,8.8,12.04,Yes,No,No,Waterways,Yes,Working Class,657.85
Moderate_Reputation,186.0,Clay,3.96,15.8,Yes,Yes,No,Airways,Yes,Working Class,223.48
Moderate_Reputation,6166.0,Bronze,31.55,75.13,No,No,Yes,Roadways,No,Working Class,707.64
Moderate_Reputation,974.0,Wood,6.14,21.13,No,No,Yes,Roadways,No,Working Class,482.92
Low_Reputation,5.0,Clay,6.81,12.7,No,No,Yes,Roadways,Yes,Working Class,115.87
Low_Reputation,663.0,Clay,5.29,14.5,No,No,No,Roadways,Yes,Working Class,120.43
Moderate_Reputation,554.0,Clay,6.76,23.44,No,Yes,No,Airways,Yes,Wealthy,328.72
Low_Reputation,49743.0,Stone,154.02,81.2,Yes,Yes,Yes,Airways,No,Wealthy,1187.24
High_Reputation,68.0,Marble,3.75,15.72,Yes,No,Yes,Airways,No,Working Class,231.44
Low_Reputation,13366.0,Bronze,30.36,26.24,No,No,No,Airways,No,Wealthy,282.01
Moderate_Reputation,467.0,Aluminium,5.82,24.58,No,No,No,Airways,No,Working Class,185.0
High_Reputation,3427.5422818791944,Clay,6.85,11.04,No,No,Yes,Roadways,Yes,Working Class,691.9
Low_Reputation,476.0,Wood,3.08,14.37,No,Yes,Yes,Airways,No,Working Class,188.73
Low_Reputation,220.0,Wood,3.89,20.79,No,Yes,Yes,Airways,No,Wealthy,178.8
Moderate_Reputation,2126.0,Aluminium,7.31,15.02,No,No,No,Roadways,No,Working Class,435.51
Low_Reputation,4343.0,Clay,5.08,22.12,Yes,Yes,No,Airways,Yes,Wealthy,322.52
Moderate_Reputation,16977.728997289974,Bronze,6.75,16.45,No,Yes,No,Airways,No,Wealthy,199.74
High_Reputation,1425.0,Brass,3.11,10.54,Yes,No,Yes,Roadways,No,Working Class,337.28
Moderate_Reputation,46633.0,Brass,81.26,88.4,No,No,No,Roadways,No,Working Class,2478.57
Low_Reputation,2013.0,Aluminium,6.13,21.33,No,No,No,Roadways,No,Working Class,207.77
Low_Reputation,3427.5422818791944,Clay,5.0,16.4,No,No,No,Airways,Yes,Working Class,154.43
High_Reputation,130.0,Wood,6.61,24.82,Yes,No,No,Airways,No,Working Class,531.05
Moderate_Reputation,413.0,Wood,4.97,23.02,No,No,No,Roadways,No,Working Class,241.12
High_Reputation,666.0,Wood,5.49,16.2,Yes,No,No,Airways,No,Working Class,320.2
Low_Reputation,988.0,Wood,3.44,24.65,No,No,No,Airways,No,Working Class,208.18
Moderate_Reputation,1129.0,Wood,4.78,18.3,Yes,Yes,Yes,Airways,No,Working Class,319.36
Low_Reputation,5608.0,Bronze,14.72,69.51,No,No,Yes,Roadways,No,Working Class,515.5
High_Reputation,893.0,Aluminium,3.25,12.06,No,No,Yes,Airways,No,Working Class,245.79
Low_Reputation,1473.0,Clay,3.76,10.33,No,No,No,Roadways,Yes,Working Class,122.52
Very_High_Reputation,410.0,Marble,5.35,15.71,No,Yes,Yes,Roadways,No,Working Class,429.57
Moderate_Reputation,3980.0,Bronze,7.96,10.82,Yes,No,No,Waterways,No,Working Class,209.68
Low_Reputation,935.0,Brass,5.4,19.96,No,No,No,Roadways,No,Working Class,289.92
High_Reputation,3751.0,Aluminium,11.76,19.67,No,No,No,Waterways,No,Working Class,391.74
High_Reputation,202.0,Wood,5.09,11.5,No,Yes,No,Roadways,No,Working Class,297.44
Low_Reputation,195.0,Wood,3.73,11.96,No,No,No,Waterways,No,Working Class,115.36
Low_Reputation,56.0,Aluminium,6.98,23.85,No,Yes,No,Airways,No,Wealthy,169.85
Low_Reputation,5473.0,Marble,8.21,71.58,No,No,Yes,Roadways,No,Working Class,434.68
Moderate_Reputation,79.0,Wood,3.99,11.38,Yes,No,No,Airways,No,Wealthy,202.6
High_Reputation,1859.0,Aluminium,6.59,18.44,Yes,Yes,Yes,Airways,No,Wealthy,359.56
Low_Reputation,176.0,Clay,3.02,10.91,Yes,Yes,Yes,Airways,Yes,Wealthy,141.17
Moderate_Reputation,5016.0,Clay,30.99,86.67,Yes,Yes,No,Airways,Yes,Wealthy,1490.5
Moderate_Reputation,2079.0,Clay,3.51,22.75,No,Yes,No,Airways,Yes,Wealthy,384.33
Very_High_Reputation,6398.0,Bronze,19.58,35.06,Yes,No,No,Waterways,No,Working Class,783.51
Moderate_Reputation,1508.0,Aluminium,6.89,16.86,No,No,No,Airways,No,Working Class,273.85
Low_Reputation,5935.0,Bronze,5.69,76.74,No,No,No,Roadways,No,Working Class,368.52
Moderate_Reputation,4876.0,Brass,11.74,20.24,Yes,No,No,Waterways,No,Working Class,264.58
Moderate_Reputation,836.0,Wood,6.91,17.16,Yes,No,No,Waterways,No,Wealthy,206.68
High_Reputation,9820.0,Brass,48.11,25.4,Yes,No,No,Airways,No,Working Class,1213.68
High_Reputation,68.0,Aluminium,4.01,15.24,No,No,Yes,Roadways,No,Working Class,227.98
High_Reputation,867.0,Clay,5.6,22.93,Yes,No,Yes,Waterways,Yes,Working Class,683.15
Very_High_Reputation,39.0,Bronze,6.13,19.03,No,No,No,Waterways,No,Working Class,493.89
Low_Reputation,716.0,Clay,6.0,18.08,No,No,Yes,Waterways,Yes,Working Class,155.56
Moderate_Reputation,3099.0,Aluminium,16.22,14.97,No,No,No,Roadways,No,Wealthy,246.63
Moderate_Reputation,33792.0,Marble,41.64,67.7,No,No,No,Roadways,No,Working Class,870.02
Low_Reputation,103.0,Wood,5.48,10.08,No,No,No,Airways,No,Wealthy,103.74
Low_Reputation,32708.0,Brass,188.71,53.99,Yes,No,Yes,Waterways,No,Working Class,1088.22
High_Reputation,1225.0,Wood,6.58,24.83,No,No,No,Roadways,No,Wealthy,877.27
Low_Reputation,24972.0,Bronze,29.26,36.41,Yes,No,Yes,Airways,No,Working Class,469.77
Moderate_Reputation,204.0,Marble,5.52,24.56,No,Yes,Yes,Roadways,No,Wealthy,287.12
Moderate_Reputation,9320.0,Bronze,9.69,98.19,Yes,No,No,Waterways,No,Working Class,611.19
Low_Reputation,20077.0,Bronze,26.27,69.1,No,No,No,Roadways,No,Working Class,406.14
High_Reputation,2438.0,Stone,3.4,20.78,No,Yes,Yes,Airways,No,Wealthy,541.99
Low_Reputation,633.0,Aluminium,4.26,16.79,Yes,No,No,Waterways,No,Working Class,160.71
Low_Reputation,3786.0,Aluminium,4.49,23.43,Yes,No,Yes,Airways,No,Working Class,216.99
Low_Reputation,198.0,Clay,3.77,10.76,Yes,No,Yes,Waterways,Yes,Working Class,143.33
Moderate_Reputation,4866.0,Clay,6.44,18.4,No,No,No,Roadways,Yes,Working Class,277.63
Very_High_Reputation,437.0,Wood,6.15,23.93,No,Yes,No,Roadways,No,Working Class,982.23
Low_Reputation,750.0,Wood,5.75,10.59,No,No,No,Roadways,No,Working Class,105.63
High_Reputation,17479.0,Bronze,50.28,28.4,No,No,No,Roadways,No,Working Class,1268.42
High_Reputation,4892.0,Bronze,17.7,15.6,No,No,Yes,Roadways,No,Working Class,456.02
High_Reputation,455.0,Aluminium,6.1,11.58,No,No,Yes,Roadways,No,Working Class,284.65
High_Reputation,489.0,Wood,4.91,12.37,No,No,Yes,Waterways,No,Wealthy,393.13
High_Reputation,1475.0,Aluminium,5.53,21.51,No,No,No,Roadways,No,Working Class,591.0
High_Reputation,5325.0,Clay,5.48,77.11,No,No,Yes,Roadways,Yes,Working Class,2503.85
Low_Reputation,3427.5422818791944,Clay,6.29,20.64,No,No,Yes,Roadways,Yes,Working Class,428.17
Moderate_Reputation,924.0,Wood,4.36,11.39,No,No,Yes,Roadways,No,Working Class,117.54
Very_High_Reputation,779.0,Aluminium,3.29,23.74,Yes,No,No,Waterways,No,Working Class,588.87
Low_Reputation,178.0,Wood,6.44,14.12,No,No,Yes,Airways,No,Working Class,115.16
Low_Reputation,85245.0,Marble,100.86,48.97,No,Yes,Yes,Airways,No,Wealthy,978.55
Low_Reputation,2403.0,Marble,7.81,19.93,No,No,No,Roadways,No,Working Class,218.59
Very_High_Reputation,21903.0,Marble,159.11,70.58,No,Yes,No,Roadways,No,Wealthy,2198.18
High_Reputation,2343.0,Stone,12.04,21.32,No,No,No,Roadways,No,Working Class,315.04
Moderate_Reputation,107.0,Wood,4.03,13.72,No,No,No,Airways,No,Working Class,178.24
Low_Reputation,106.0,Wood,4.59,20.18,No,No,Yes,Roadways,No,Wealthy,210.92
Low_Reputation,30542.0,Stone,40.27,48.15,Yes,No,Yes,Waterways,No,Working Class,495.22
High_Reputation,480.0,Wood,4.23,17.53,No,No,No,Roadways,No,Working Class,344.64
Moderate_Reputation,1351.5868187579215,Aluminium,5.07,17.44,No,Yes,Yes,Roadways,No,Working Class,347.08
Low_Reputation,147.0,Marble,5.55,13.13,Yes,No,No,Waterways,No,Working Class,187.58
Moderate_Reputation,1483.0,Marble,6.36,17.95,No,No,Yes,Roadways,No,Working Class,267.95
High_Reputation,1001.0,Aluminium,10.13,21.59,No,No,No,Roadways,No,Working Class,451.91
Moderate_Reputation,540.0,Clay,3.82,12.5,Yes,No,No,Waterways,Yes,Wealthy,200.35
Moderate_Reputation,594.0,Wood,3.88,12.94,No,No,Yes,Roadways,No,Working Class,188.12
High_Reputation,2287.0,Marble,7.21,20.35,Yes,Yes,No,Airways,No,Working Class,513.25
Moderate_Reputation,10995.0,Bronze,17.86,27.94,Yes,No,No,Waterways,No,Wealthy,337.8
Low_Reputation,210.0,Wood,3.52,18.57,Yes,No,No,Airways,No,Working Class,159.93
Very_High_Reputation,232.0,Aluminium,3.39,21.51,No,No,Yes,Roadways,No,Working Class,139.0
High_Reputation,1619.0,Wood,9.98,12.78,No,No,Yes,Roadways,No,Working Class,896.17
Low_Reputation,220.0,Wood,5.9,18.93,Yes,No,No,Waterways,No,Working Class,177.52
Low_Reputation,131.0,Clay,3.01,16.97,No,Yes,No,Roadways,Yes,Working Class,139.02
Low_Reputation,648.0,Clay,6.23,18.67,No,No,Yes,Roadways,Yes,Working Class,170.39
Moderate_Reputation,562.0,Aluminium,5.35,22.95,No,Yes,Yes,Roadways,No,Working Class,384.78
High_Reputation,596.0,Aluminium,5.49,19.38,Yes,No,No,Waterways,No,Working Class,454.15
Very_High_Reputation,9745.0,Marble,57.53,73.82,No,No,Yes,Waterways,No,Working Class,2541.05
Moderate_Reputation,870.0,Wood,6.9,23.89,No,Yes,Yes,Roadways,No,Working Class,621.89
High_Reputation,2524.0,Brass,5.1,14.1,No,No,No,Roadways,No,Working Class,406.03
High_Reputation,1556.0,Aluminium,6.76,20.3,Yes,No,Yes,Airways,No,Working Class,450.11
High_Reputation,29574.0,Brass,62.35,70.32,Yes,No,No,Waterways,No,Working Class,1917.62
Low_Reputation,1351.5868187579215,Aluminium,3.82,21.43,No,No,No,Roadways,No,Working Class,137.75
Moderate_Reputation,318.0,Wood,4.76,16.34,No,Yes,Yes,Airways,No,Wealthy,224.43
High_Reputation,27899.66926070039,Brass,3.31,23.82,Yes,Yes,No,Airways,No,Working Class,188.11
Low_Reputation,581.0,Aluminium,3.74,22.93,No,No,No,Roadways,No,Working Class,141.63
Moderate_Reputation,1637.0,Bronze,5.8,13.54,No,No,No,Roadways,No,Working Class,180.3
Low_Reputation,2946.0,Aluminium,10.52,24.33,No,Yes,No,Roadways,No,Working Class,171.32
Very_High_Reputation,12273.0,Stone,41.8,99.56,No,No,No,Roadways,No,Wealthy,2232.13
Moderate_Reputation,527.0,Aluminium,4.21,10.37,No,Yes,No,Roadways,No,Wealthy,245.16
High_Reputation,1958.0,Bronze,6.85,18.74,No,No,Yes,Roadways,No,Working Class,376.3
Moderate_Reputation,750.0,Wood,4.58,15.72,No,No,No,Roadways,No,Working Class,217.68
Moderate_Reputation,377.0,Aluminium,5.35,24.32,No,Yes,Yes,Airways,No,Working Class,329.19
Low_Reputation,12710.0,Bronze,3.51,91.87,No,No,Yes,Roadways,No,Working Class,676.53
High_Reputation,31375.0,Brass,49.15,73.47,No,Yes,No,Roadways,No,Wealthy,2349.52
Low_Reputation,2006.0,Clay,3.95,15.45,No,Yes,No,Airways,Yes,Wealthy,273.38
Moderate_Reputation,17479.0,Brass,64.67,37.59,Yes,No,No,Waterways,No,Working Class,1099.94
High_Reputation,141.0,Wood,4.23,19.48,No,No,No,Roadways,No,Working Class,-432.85
Moderate_Reputation,2069.0,Bronze,8.66,19.28,Yes,No,Yes,Roadways,No,Working Class,387.77
Moderate_Reputation,1027.0,Brass,6.62,14.3,No,No,No,Roadways,No,Wealthy,256.05
Low_Reputation,466.0,Brass,5.03,15.93,Yes,No,Yes,Airways,No,Working Class,157.65
Moderate_Reputation,112.0,Wood,3.32,20.06,No,No,No,Roadways,No,Working Class,225.38
Moderate_Reputation,107.0,Wood,3.24,14.05,Yes,No,Yes,Waterways,No,Working Class,148.2
Moderate_Reputation,242.0,Clay,5.06,17.74,No,No,No,Waterways,Yes,Working Class,244.38
Moderate_Reputation,41940.0,Bronze,176.76,96.13,Yes,No,No,Airways,No,Working Class,1552.87
Low_Reputation,1126.0,Aluminium,4.96,19.06,No,Yes,Yes,Roadways,No,Wealthy,161.43
Moderate_Reputation,9586.0,Bronze,29.66,50.48,No,Yes,Yes,Roadways,No,Working Class,699.06
Moderate_Reputation,168.0,Brass,4.35,14.19,No,No,No,Waterways,No,Wealthy,159.39
Moderate_Reputation,165.0,Clay,4.46,13.47,No,No,No,Roadways,Yes,Working Class,121.97
Low_Reputation,461.0,Wood,6.59,20.13,Yes,No,No,Waterways,No,Working Class,126.3
High_Reputation,1602.0,Clay,8.57,15.26,No,No,Yes,Roadways,Yes,Working Class,779.81
Low_Reputation,283.0,Wood,5.49,21.75,No,Yes,No,Airways,No,Wealthy,174.4
High_Reputation,2686.0,Bronze,10.08,11.61,Yes,No,Yes,Waterways,No,Working Class,306.74
Low_Reputation,39824.0,Clay,100.95,94.59,No,No,No,Roadways,Yes,Working Class,1245.99
Low_Reputation,5480.0,Aluminium,4.31,93.6,Yes,Yes,No,Airways,No,Working Class,782.69
Low_Reputation,1098.0,Wood,4.0,13.06,No,No,Yes,Waterways,No,Wealthy,156.81
Moderate_Reputation,12602.0,Clay,49.81,61.45,No,No,Yes,Waterways,Yes,Working Class,1737.58
